Nation,Position,Competition,Age,Born,Matches Played,Starts,Minutes Played,90s Played,Goals,Assists,Non-Penalty Goals,Penalty Goals,Penalty Attempts,Yellow Cards,Red Cards,Shots,Shots on Target,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Shot Distance,Goals90,Assists90,G+A90,G-PK90,G+A-PK90,xG,npxG,xA,npxG+xA,xG90,xA90,xG+xA90,npxG90,npxG+xA90
Mozambique,Defender,Ligue 1,27,1994,18,18,1524,16.9,1,0,1,0,0,7,0,12,5,41.7,2.54,1.06,0.08,0.2,14.5,0.06,0,0.06,0.06,0.06,0.7,0.7,0.2,0.9,0.04,0.01,0.05,0.04,0.05
Algeria,Defender,La Liga,29,1991,17,14,1375,15.3,1,0,1,0,0,3,0,0,0,,0,0,,,,0.07,0,0.07,0.07,0.07,1.9,1.9,0,1.9,0.12,0,0.12,0.12,0.12
Italy,Midfielder,Serie A,24,1997,21,16,1319,14.7,0,2,0,0,0,7,1,6,3,50,0.35,0.18,0.17,0.33,11.7,0,0.14,0.14,0,0.14,1.2,1.2,2.7,3.9,0.08,0.19,0.27,0.08,0.27
Algeria,Goalkeeper,Ligue 1,24,1996,10,10,900,10,0,0,0,0,0,0,0,2,0,0,0.14,0,0,,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Forward,Premier League,29,1992,34,32,2819,31.3,16,2,16,0,0,5,0,10,3,30,0.65,0.2,0.1,0.33,8.8,0.51,0.06,0.57,0.51,0.57,16.7,16.7,4.4,21.1,0.53,0.14,0.67,0.53,0.67
France,Defender,Ligue 1,30,1991,14,14,1179,13.1,1,0,1,0,0,9,0,23,5,21.7,1.57,0.34,0,0,23.3,0.08,0,0.08,0.08,0.08,0.5,0.5,0,0.6,0.04,0,0.04,0.04,0.04
Belgium,Midfielder,Bundesliga,23,1998,28,22,1853,20.6,1,3,1,0,0,4,0,0,0,,0,0,,,,0.05,0.15,0.19,0.05,0.19,1.6,1.6,2.3,4,0.08,0.11,0.19,0.08,0.19
France,Midfielder,Ligue 1,34,1987,33,25,2193,24.4,7,2,1,6,6,6,0,99,37,37.4,3.16,1.18,0.16,0.43,13.3,0.29,0.08,0.37,0.04,0.12,5.2,0.7,1.8,2.5,0.21,0.07,0.29,0.03,0.1
Portugal,Defender,Ligue 1,23,1998,29,27,2353,26.1,3,1,3,0,0,2,0,3,1,33.3,0.23,0.08,0.33,1,8.7,0.11,0.04,0.15,0.11,0.15,2.2,2.2,0.6,2.8,0.08,0.02,0.11,0.08,0.11
Greece,Defender,Serie A,30,1991,4,3,313,3.5,0,0,0,0,0,1,0,17,8,47.1,0.83,0.39,0.06,0.13,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Defender,Premier League,27,1994,19,15,1257,14,1,2,1,0,0,5,0,11,3,27.3,0.45,0.12,0.09,0.33,27.4,0.07,0.14,0.21,0.07,0.21,0.5,0.5,0.3,0.8,0.03,0.02,0.06,0.03,0.06
France,Midfielder/Forward,Ligue 1,22,1999,1,0,34,0.4,0,0,0,0,0,0,0,17,5,29.4,0.65,0.19,0.18,0.6,13.1,0,0,0,0,0,0.1,0.1,0,0.1,0.17,0,0.17,0.17,0.17
France,Midfielder/Forward,Bundesliga,22,1999,14,9,776,8.6,1,1,1,0,0,0,0,0,0,,0,0,,,,0.12,0.12,0.23,0.12,0.23,1.4,1.4,0.3,1.7,0.17,0.03,0.2,0.17,0.2
France,Forward,Ligue 1,19,2002,26,8,905,10.1,6,0,5,1,1,2,0,4,2,50,0.29,0.14,0.25,0.5,15.5,0.6,0,0.6,0.5,0.5,4.5,3.7,0.5,4.2,0.45,0.05,0.5,0.37,0.42
Brazil,Midfielder/Forward,La Liga,24,1996,29,8,973,10.8,1,3,1,0,0,3,0,14,3,21.4,1.62,0.35,0.07,0.33,18.5,0.09,0.28,0.37,0.09,0.37,3.5,3.5,1.4,4.9,0.33,0.13,0.45,0.33,0.45
Serbia,Defender,La Liga,25,1995,16,11,1044,11.6,0,0,0,0,0,4,0,1,0,0,2.65,0,0,,21.2,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
Brazil,Defender,Premier League,32,1989,18,17,1449,16.1,0,0,0,0,0,3,0,36,16,44.4,3.58,1.59,0.14,0.31,18.7,0,0,0,0,0,0.5,0.5,0.7,1.2,0.03,0.04,0.08,0.03,0.08
Brazil,Defender,La Liga,33,1988,12,5,525,5.8,0,2,0,0,0,0,0,31,8,25.8,2.87,0.74,0.03,0.13,14.8,0,0.34,0.34,0,0.34,0.3,0.3,0.6,0.9,0.05,0.1,0.15,0.05,0.15
Brazil,Defender,Ligue 1,34,1987,11,11,898,10,0,0,0,0,0,4,0,2,0,0,0.17,0,0,,10.5,0,0,0,0,0,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04
Brazil,Defender,Ligue 1,34,1987,2,2,180,2,0,0,0,0,0,1,0,11,1,9.1,0.68,0.06,0,0,22.3,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
United Kingdom,Defender/Forward,Premier League,27,1994,31,17,1746,19.4,0,2,0,0,0,1,0,2,0,0,1,0,0,,12,0,0.1,0.1,0,0.1,1.5,1.5,2.7,4.3,0.08,0.14,0.22,0.08,0.22
Italy,Defender,Serie A,23,1998,19,16,1346,15,0,1,0,0,0,4,0,3,0,0,0.3,0,0,,8.4,0,0.07,0.07,0,0.07,0.3,0.3,1.6,1.9,0.02,0.1,0.12,0.02,0.12
Italy,Defender,Serie A,29,1992,36,35,3124,34.7,1,0,1,0,0,6,1,8,3,37.5,1.37,0.51,0,0,20.2,0.03,0,0.03,0.03,0.03,1.9,1.9,0.4,2.3,0.05,0.01,0.07,0.05,0.07
Argentina,Midfielder,La Liga,31,1990,20,10,809,9,0,0,0,0,0,5,0,21,10,47.6,1.08,0.52,0,0,17.3,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
Spain,Defender,La Liga,32,1989,22,19,1679,18.7,1,2,1,0,0,5,0,8,1,12.5,0.53,0.07,0,0,20.3,0.05,0.11,0.16,0.05,0.16,0.2,0.2,1.6,1.8,0.01,0.08,0.1,0.01,0.1
Italy,Goalkeeper,Serie A,21,1999,1,0,11,0.1,0,0,0,0,0,0,0,25,9,36,0.72,0.26,0.04,0.11,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Midfielder,La Liga,33,1987,11,4,386,4.3,0,0,0,0,0,3,1,2,0,0,0.22,0,0,,19.5,0,0,0,0,0,0.4,0.4,0,0.4,0.08,0,0.08,0.08,0.08
Spain,Defender,Premier League,27,1993,2,2,180,2,0,0,0,0,0,1,0,3,3,100,0.16,0.16,0.33,0.33,15.7,0,0,0,0,0,0.3,0.3,0.1,0.4,0.15,0.05,0.21,0.15,0.21
Spain,Defender,Serie A,27,1993,15,15,1341,14.9,2,0,2,0,0,2,1,0,0,,0,0,,,,0.13,0,0.13,0.13,0.13,0.6,0.6,0.8,1.4,0.04,0.05,0.09,0.04,0.09
Uruguay,Defender,La Liga,26,1995,24,24,2042,22.7,1,1,1,0,0,7,0,4,1,25,0.93,0.23,0,0,13.2,0.04,0.04,0.09,0.04,0.09,1.2,1.2,0.1,1.3,0.05,0,0.06,0.05,0.06
Dominican Republic,Forward,La Liga,27,1993,9,3,342,3.8,1,1,1,0,0,2,0,10,5,50,0.67,0.34,0.2,0.4,10.6,0.26,0.26,0.53,0.26,0.53,2.2,2.2,0.6,2.8,0.57,0.17,0.74,0.57,0.74
Romania,Midfielder,Serie A,25,1996,36,31,2816,31.3,0,5,0,0,0,6,1,1,0,0,0.5,0,0,,4.1,0,0.16,0.16,0,0.16,1.7,1.7,6.1,7.9,0.06,0.2,0.25,0.06,0.25
Chile,Defender,Ligue 1,27,1994,26,21,1832,20.4,0,0,0,0,0,5,0,18,5,27.8,0.79,0.22,0.06,0.2,12.4,0,0,0,0,0,0.7,0.7,0.5,1.2,0.04,0.02,0.06,0.04,0.06
Spain,Defender,La Liga,19,2002,1,0,1,0,0,0,0,0,0,0,0,14,3,21.4,3.68,0.79,0.07,0.33,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Forward,Bundesliga,22,1999,2,0,24,0.3,0,0,0,0,0,0,0,41,7,17.1,1.31,0.22,0,0,24.1,0,0,0,0,0,0.1,0.1,0.3,0.4,0.38,1.01,1.4,0.38,1.4
Egypt,Midfielder/Forward,Bundesliga,22,1999,21,19,1571,17.5,3,5,3,0,1,3,0,7,2,28.6,0.34,0.1,0,0,9.4,0.17,0.29,0.46,0.17,0.46,5.8,5.1,2.1,7.1,0.33,0.12,0.45,0.29,0.41
Brazil,Defender,Ligue 1,27,1994,32,32,2861,31.8,5,0,5,0,0,5,0,0,0,,0,0,,,,0.16,0,0.16,0.16,0.16,3.4,3.4,0.4,3.8,0.11,0.01,0.12,0.11,0.12
Spain,Forward,La Liga,30,1991,29,25,2115,23.5,7,3,6,1,3,8,0,49,13,26.5,2.81,0.74,0.06,0.23,18.8,0.3,0.13,0.43,0.26,0.38,8.1,5.9,1.7,7.5,0.35,0.07,0.42,0.25,0.32
France,Forward,Premier League,25,1995,8,2,212,2.4,1,0,1,0,0,0,0,1,0,0,3.75,0,0,,33.8,0.42,0,0.42,0.42,0.42,0.4,0.4,0.1,0.6,0.19,0.06,0.25,0.19,0.25
France,Midfielder/Forward,La Liga,25,1995,9,7,490,5.4,0,1,0,0,0,1,0,21,7,33.3,0.66,0.22,0.24,0.71,9.2,0,0.18,0.18,0,0.18,0.3,0.3,0.2,0.5,0.06,0.03,0.09,0.06,0.09
Spain,Midfielder,La Liga,22,1999,6,1,115,1.3,0,0,0,0,0,1,0,46,16,34.8,1.96,0.68,0.13,0.38,17,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0.01,0.06,0.05,0.06
Spain,Defender,Bundesliga,24,1997,28,25,2292,25.5,1,1,1,0,0,7,0,7,3,42.9,1.29,0.55,0,0,21.4,0.04,0.04,0.08,0.04,0.08,1,1,4.1,5.1,0.04,0.16,0.2,0.04,0.2
Spain,Midfielder/Forward,La Liga,20,2000,5,1,88,1,0,0,0,0,0,0,0,5,2,40,2.12,0.85,0.2,0.5,12.3,0,0,0,0,0,0.2,0.2,0.1,0.3,0.17,0.1,0.27,0.17,0.27
Spain,Midfielder/Forward,La Liga,22,1999,7,1,186,2.1,0,0,0,0,0,0,0,2,0,0,1.57,0,0,,27.9,0,0,0,0,0,0.4,0.4,0,0.4,0.18,0,0.18,0.18,0.18
Spain,Defender,La Liga,19,2002,1,0,6,0.1,0,0,0,0,0,1,0,18,4,22.2,0.71,0.16,0.06,0.25,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Midfielder,La Liga,22,1999,6,2,166,1.8,0,0,0,0,0,0,0,4,2,50,4.09,2.05,0,0,21.5,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05
France,Midfielder,Ligue 1,31,1990,29,24,2105,23.4,1,1,1,0,0,8,0,5,1,20,2.42,0.48,0,0,17.4,0.04,0.04,0.09,0.04,0.09,1,1,1.4,2.4,0.04,0.06,0.1,0.04,0.1
Brazil,Midfielder/Forward,Premier League,20,2001,29,21,1860,20.7,6,6,5,1,1,3,1,0,0,,0,0,,,,0.29,0.29,0.58,0.24,0.53,7.2,6.5,3.3,9.8,0.35,0.16,0.51,0.31,0.47
Argentina,Defender,Serie A,25,1996,20,16,1431,15.9,1,0,1,0,0,8,0,1,0,0,0.54,0,0,,19,0.06,0,0.06,0.06,0.06,1.2,1.2,0.4,1.6,0.07,0.02,0.1,0.07,0.1
Argentina,Goalkeeper,Premier League,28,1992,36,36,3240,36,0,0,0,0,0,4,0,21,4,19,0.9,0.17,0.05,0.25,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Defender,La Liga,30,1991,27,26,2341,26,3,0,3,0,0,9,2,50,15,30,2.42,0.73,0.1,0.33,14.4,0.12,0,0.12,0.12,0.12,2.1,2.1,0.5,2.5,0.08,0.02,0.1,0.08,0.1
Spain,Midfielder,La Liga,21,1999,26,9,879,9.8,1,1,1,0,0,1,0,0,0,,0,0,,,,0.1,0.1,0.2,0.1,0.2,0.8,0.8,1,1.7,0.08,0.1,0.18,0.08,0.18
Spain,Goalkeeper,Bundesliga,23,1998,1,1,90,1,0,0,0,0,0,0,0,27,9,33.3,1.04,0.35,0.11,0.33,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Forward,Serie A,23,1997,35,28,2282,25.4,21,3,18,3,6,6,0,9,2,22.2,0.92,0.2,0.11,0.5,16.4,0.83,0.12,0.95,0.71,0.83,19.6,15.5,3.5,19,0.77,0.14,0.91,0.61,0.75
Spain,Midfielder,La Liga,23,1998,13,7,656,7.3,0,1,0,0,0,2,0,0,0,,0,0,,,,0,0.14,0.14,0,0.14,0.4,0.4,1.3,1.7,0.05,0.18,0.23,0.05,0.23
Portugal,Midfielder/Forward,Ligue 1,26,1995,32,24,1905,21.2,4,3,4,0,0,4,0,111,47,42.3,4.38,1.85,0.16,0.38,13,0.19,0.14,0.33,0.19,0.33,4.7,4.7,3,7.7,0.22,0.14,0.36,0.22,0.36
Montenegro,Defender,Serie A,28,1992,33,30,2721,30.2,1,0,1,0,0,6,1,11,1,9.1,1.51,0.14,0,0,22.9,0.03,0,0.03,0.03,0.03,0.2,0.2,0.5,0.7,0.01,0.02,0.02,0.01,0.02
Spain,Midfielder,La Liga,28,1993,32,30,2493,27.7,0,0,0,0,0,6,0,16,4,25,1.01,0.25,0.06,0.25,11.5,0,0,0,0,0,0.6,0.6,0.2,0.8,0.02,0.01,0.03,0.02,0.03
Italy,Defender,Serie A,35,1986,7,6,515,5.7,0,0,0,0,0,3,0,29,11,37.9,1.37,0.52,0.14,0.36,13,0,0,0,0,0,0,0,0,0.1,0.01,0,0.01,0.01,0.01
Morocco,Defender,Premier League,27,1994,15,13,1077,12,0,1,0,0,0,0,0,9,3,33.3,0.3,0.1,0.11,0.33,24.7,0,0.08,0.08,0,0.08,0.4,0.4,0.7,1.1,0.03,0.06,0.09,0.03,0.09
Serbia,Defender,Bundesliga,22,1998,20,17,1552,17.2,0,0,0,0,0,7,0,12,1,8.3,0.43,0.04,0,0,22.8,0,0,0,0,0,0.4,0.4,0,0.4,0.02,0,0.02,0.02,0.02
Germany,Defender/Forward,Bundesliga,20,2000,19,11,877,9.7,2,0,2,0,0,0,0,2,0,0,0.35,0,0,,19,0.21,0,0.21,0.21,0.21,2.5,2.5,1.1,3.5,0.25,0.11,0.36,0.25,0.36
DR Congo,Defender/Forward,Premier League,27,1993,13,6,650,7.2,1,1,1,0,0,1,0,5,0,0,0.42,0,0,,11.6,0.14,0.14,0.28,0.14,0.28,0.1,0.1,0.9,1,0.01,0.12,0.14,0.01,0.14
Spain,Forward,La Liga,32,1988,22,4,672,7.5,1,0,1,0,0,7,0,5,0,0,0.29,0,0,,12.8,0.13,0,0.13,0.13,0.13,1.5,1.5,0.4,1.9,0.2,0.06,0.25,0.2,0.25
Spain,Midfielder,Premier League,33,1988,7,2,235,2.6,0,0,0,0,0,0,0,20,11,55,2.05,1.13,0.1,0.18,18.4,0,0,0,0,0,0.3,0.3,0.2,0.5,0.11,0.06,0.17,0.11,0.17
Senegal,Midfielder,Ligue 1,18,2002,33,22,2129,23.7,1,3,1,0,0,7,0,4,1,25,0.55,0.14,0.25,1,26.6,0.04,0.13,0.17,0.04,0.17,1.6,1.6,1.4,3.1,0.07,0.06,0.13,0.07,0.13
Belgium,Midfielder,Ligue 1,19,2002,18,8,790,8.8,0,0,0,0,0,1,0,9,3,33.3,1.21,0.4,0.11,0.33,13.6,0,0,0,0,0,0.1,0.1,0.1,0.3,0.01,0.02,0.03,0.01,0.03
Czech Republic,Defender,Serie A,25,1996,9,9,727,8.1,0,1,0,0,0,3,0,5,1,20,1.91,0.38,0,0,16,0,0.12,0.12,0,0.12,0.2,0.2,1,1.1,0.02,0.12,0.14,0.02,0.14
France,Forward,Premier League,24,1997,22,13,1145,12.7,5,1,5,0,0,2,0,32,8,25,1.35,0.34,0.03,0.13,27.9,0.39,0.08,0.47,0.39,0.47,5.5,5.5,1.3,6.8,0.43,0.11,0.54,0.43,0.54
Serbia,Midfielder,Premier League,32,1988,23,16,1382,15.4,0,4,0,0,0,3,0,4,1,25,0.46,0.11,0,0,26.6,0,0.26,0.26,0,0.26,0.2,0.2,1.8,1.9,0.01,0.12,0.13,0.01,0.13
Cameroon,Defender,Premier League,29,1991,31,31,2790,31,3,3,3,0,0,2,0,2,2,100,0.25,0.25,0,0,11.4,0.1,0.1,0.19,0.1,0.19,3.1,3.1,1.2,4.3,0.1,0.04,0.14,0.1,0.14
France,Defender,Ligue 1,19,2002,7,1,134,1.5,0,0,0,0,0,0,0,37,18,48.6,2.91,1.41,0.14,0.28,10.5,0,0,0,0,0,0.1,0.1,0,0.1,0.06,0,0.06,0.06,0.06
Netherlands,Midfielder,Ligue 1,23,1998,29,29,2463,27.4,1,1,1,0,0,8,1,6,1,16.7,0.39,0.07,0,0,23.4,0.04,0.04,0.07,0.04,0.07,0.4,0.4,0.9,1.3,0.01,0.03,0.05,0.01,0.05
France,Forward,Premier League,24,1996,32,25,2276,25.3,8,2,7,1,2,7,0,34,7,20.6,1.1,0.23,0.09,0.43,8.7,0.32,0.08,0.4,0.28,0.36,7.7,6.2,2.2,8.4,0.3,0.09,0.39,0.24,0.33
United Kingdom,Midfielder/Forward,Ligue 1,23,1998,30,27,2299,25.5,8,3,8,0,0,4,0,1,0,0,0.67,0,0,,10,0.31,0.12,0.43,0.31,0.43,7.6,7.6,3.1,10.8,0.3,0.12,0.42,0.3,0.42
Greece,Defender,Bundesliga,23,1997,31,31,2705,30.1,4,0,4,0,0,3,0,10,5,50,0.37,0.18,0.1,0.2,23.1,0.13,0,0.13,0.13,0.13,2.8,2.8,0.1,3,0.09,0,0.1,0.09,0.1
Cameroon,Midfielder/Forward,Bundesliga,32,1989,20,1,377,4.2,4,2,4,0,0,0,0,59,14,23.7,2.33,0.55,0.12,0.5,15.9,0.95,0.48,1.43,0.95,1.43,2.8,2.8,0.7,3.5,0.66,0.16,0.83,0.66,0.83
Portugal,Goalkeeper,La Liga,22,1999,35,35,3136,34.8,0,0,0,0,0,2,0,59,23,39,2.31,0.9,0.14,0.35,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Forward,La Liga,24,1997,18,11,1044,11.6,6,1,5,1,1,3,0,33,11,33.3,1.1,0.37,0.12,0.36,12.5,0.52,0.09,0.6,0.43,0.52,2.7,2,1.1,3.1,0.23,0.1,0.33,0.17,0.27
Spain,Defender/Forward,Serie A,24,1997,5,1,96,1.1,0,0,0,0,0,0,0,15,8,53.3,3.58,1.91,0.27,0.5,11.1,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0.1
France,Defender/Forward,Ligue 1,16,2004,2,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Defender,Serie A,26,1995,18,15,1243,13.8,0,0,0,0,0,3,0,1,0,0,0.94,0,0,,14,0,0,0,0,0,0.6,0.6,0.8,1.4,0.04,0.06,0.1,0.04,0.1
Italy,Defender,Serie A,26,1995,15,15,1269,14.1,0,2,0,0,0,2,0,16,6,37.5,1.38,0.52,0.31,0.83,15.8,0,0.14,0.14,0,0.14,0.2,0.2,1.6,1.8,0.01,0.12,0.13,0.01,0.13
Switzerland,Defender,Bundesliga,26,1995,24,14,1391,15.5,0,0,0,0,0,4,0,0,0,,0,0,,,,0,0,0,0,0,0.4,0.4,2.2,2.6,0.02,0.14,0.17,0.02,0.17
France,Forward,Ligue 1,22,1998,35,34,3023,33.6,28,17,24,4,4,10,0,6,0,0,0.43,0,0,,21.8,0.83,0.51,1.34,0.71,1.22,23.4,20.3,12.4,32.7,0.7,0.37,1.06,0.61,0.97
Senegal,Defender,Serie A,26,1994,6,1,108,1.2,0,0,0,0,0,0,0,6,2,33.3,0.43,0.14,0,0,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Defender/Midfielder,Ligue 1,19,2002,12,5,610,6.8,0,0,0,0,0,4,0,5,0,0,0.32,0,0,,10.6,0,0,0,0,0,0,0,0.1,0.1,0.01,0.01,0.02,0.01,0.02
France,Forward,Premier League,21,1999,35,34,2905,32.3,4,7,3,1,1,4,0,144,60,41.7,4.29,1.79,0.17,0.4,16.8,0.12,0.22,0.34,0.09,0.31,9.7,9,3.6,12.5,0.3,0.11,0.41,0.28,0.39
France,Forward,Ligue 1,21,1999,1,0,17,0.2,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Forward,La Liga,22,1999,11,5,434,4.8,0,0,0,0,0,2,0,3,0,0,0.44,0,0,,26.5,0,0,0,0,0,0.3,0.3,0.1,0.4,0.06,0.02,0.08,0.06,0.08
Senegal,Defender,Ligue 1,21,2000,1,1,90,1,0,0,0,0,0,0,0,77,19,24.7,2.39,0.59,0.04,0.16,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Midfielder/Forward,Ligue 1,19,2002,31,18,1418,15.8,2,1,2,0,0,1,0,0,0,,0,0,,,,0.13,0.06,0.19,0.13,0.19,3,3,0.8,3.8,0.19,0.05,0.24,0.19,0.24
United Kingdom,Midfielder,Premier League,33,1987,21,15,1439,16,0,3,0,0,0,4,0,5,0,0,1.04,0,0,,13.2,0,0.19,0.19,0,0.19,0.3,0.3,1,1.4,0.02,0.06,0.08,0.02,0.08
United Kingdom,Midfielder/Forward,Premier League,18,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0.19,0.19
United Kingdom,Forward,Premier League,19,2001,1,0,3,0,0,0,0,0,0,0,0,33,13,39.4,2.09,0.83,0.06,0.15,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Forward,Premier League,20,2001,1,0,10,0.1,0,0,0,0,0,0,0,9,3,33.3,0.56,0.19,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Goalkeeper,Premier League,31,1989,17,17,1530,17,0,0,0,0,0,1,0,1,0,0,4.5,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Midfielder,Premier League,26,1994,35,35,3090,34.3,3,4,3,0,0,8,0,0,0,,0,0,,,,0.09,0.12,0.2,0.09,0.2,1.5,1.5,4.9,6.4,0.04,0.14,0.19,0.04,0.19
USA,Midfielder,Serie A,22,1998,21,15,1369,15.2,3,0,3,0,0,1,0,0,0,,0,0,,,,0.2,0,0.2,0.2,0.2,2.3,2.3,1.2,3.4,0.15,0.08,0.23,0.15,0.23
United Kingdom,Midfielder,Premier League,18,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Midfielder,Premier League,29,1992,31,29,2706,30.1,1,0,1,0,0,3,0,43,15,34.9,1.25,0.44,0.07,0.2,23.8,0.03,0,0.03,0.03,0.03,1.9,1.9,0.7,2.6,0.06,0.02,0.09,0.06,0.09
United Kingdom,Midfielder,Premier League,21,1999,38,35,3107,34.5,0,1,0,0,0,1,0,23,5,21.7,1.51,0.33,0.13,0.6,15.3,0,0.03,0.03,0,0.03,2.3,2.3,4.8,7.1,0.07,0.14,0.21,0.07,0.21
United Kingdom,Midfielder,Premier League,24,1996,30,28,2387,26.5,1,1,1,0,0,9,0,0,0,,0,0,,,,0.04,0.04,0.08,0.04,0.08,1.5,1.5,1.8,3.3,0.06,0.07,0.12,0.06,0.12
Chile,Defender,Serie A,33,1987,33,32,2823,31.4,0,1,0,0,0,10,1,34,6,17.6,1.13,0.2,0.03,0.17,18.9,0,0.03,0.03,0,0.03,0.3,0.3,0,0.3,0.01,0,0.01,0.01,0.01
Argentina,Defender,Ligue 1,22,1999,31,30,2593,28.8,1,0,1,0,0,11,0,52,15,28.8,1.51,0.43,0,0,22.1,0.03,0,0.03,0.03,0.03,1.2,1.2,0.3,1.5,0.04,0.01,0.05,0.04,0.05
Belgium,Defender,Bundesliga,23,1997,19,7,775,8.6,0,0,0,0,0,2,0,27,7,25.9,1.02,0.26,0.04,0.14,19.4,0,0,0,0,0,0.4,0.4,0,0.4,0.05,0,0.05,0.05,0.05
United Kingdom,Defender,Premier League,31,1989,21,21,1839,20.4,3,0,3,0,0,3,0,2,0,0,0.06,0,0,,10.4,0.15,0,0.15,0.15,0.15,1.8,1.8,0.1,1.9,0.09,0,0.09,0.09,0.09
Switzerland,Midfielder,Bundesliga,30,1991,1,0,4,0,0,0,0,0,0,0,0,9,2,22.2,0.31,0.07,0.11,0.5,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Forward,Premier League,18,2003,2,1,68,0.8,0,0,0,0,0,2,0,5,1,20,0.58,0.12,0,0,19.6,0,0,0,0,0,0.1,0.1,0,0.1,0.12,0,0.12,0.12,0.12
Algeria,Forward,Ligue 1,24,1997,2,0,14,0.2,0,0,0,0,0,0,0,18,4,22.2,0.88,0.2,0.17,0.75,8,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12
Italy,Midfielder/Forward,Serie A,22,1999,25,10,980,10.9,1,0,1,0,0,1,0,0,0,,0,0,,,,0.09,0,0.09,0.09,0.09,0.6,0.6,1.5,2.1,0.06,0.14,0.2,0.06,0.2
Spain,Midfielder/Forward,La Liga,23,1997,21,14,990,11,0,0,0,0,0,0,0,1,1,100,1.32,1.32,0,0,22,0,0,0,0,0,0.7,0.7,1.1,1.8,0.06,0.1,0.16,0.06,0.16
Spain,Midfielder,La Liga,27,1994,29,20,1692,18.8,7,2,5,2,2,5,0,1,0,0,6.43,0,0,,24.8,0.37,0.11,0.48,0.27,0.37,4.1,2.6,0.9,3.5,0.22,0.05,0.27,0.14,0.19
Norway,Defender,Ligue 1,26,1994,31,20,1829,20.3,0,4,0,0,0,3,0,13,7,53.8,1.19,0.64,0.08,0.14,22,0,0.2,0.2,0,0.2,0.1,0.1,1.5,1.6,0.01,0.07,0.08,0.01,0.08
Brazil,Midfielder,Serie A,24,1996,20,11,962,10.7,0,0,0,0,0,3,0,8,0,0,0.73,0,0,,16.6,0,0,0,0,0,0.1,0.1,0.4,0.4,0.01,0.03,0.04,0.01,0.04
France,Defender,Ligue 1,23,1998,36,36,3220,35.8,0,1,0,0,0,5,1,20,9,45,1.06,0.48,0.25,0.56,16.2,0,0.03,0.03,0,0.03,1.5,1.5,1.5,3,0.04,0.04,0.08,0.04,0.08
Portugal,Defender,Ligue 1,19,2002,27,18,1658,18.4,0,1,0,0,0,3,0,3,1,33.3,0.15,0.05,0,0,16.1,0,0.05,0.05,0,0.05,0.5,0.5,2.3,2.7,0.03,0.12,0.15,0.03,0.15
Portugal,Defender,Ligue 1,30,1990,1,0,16,0.2,0,0,0,0,0,0,0,2,0,0,0.19,0,0,,19.2,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25
Brazil,Defender/Midfielder,Ligue 1,29,1992,29,21,1863,20.7,1,1,1,0,0,3,1,21,5,23.8,0.59,0.14,0,0,19.5,0.05,0.05,0.1,0.05,0.1,0.7,0.7,1.5,2.2,0.04,0.07,0.11,0.04,0.11
Spain,Midfielder,La Liga,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,7,1,14.3,0.38,0.05,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
